Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total won contest_Total,total accurate cross_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total won contest_p90,total accurate cross_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total won contest_p90PR,total accurate cross_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Angers,75qj99fhg5c0ztj2tva5u4uii,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,Branco van den Boomen,31,Midfielder,Netherlands,Midfielder,134.0,134.0,44.0,255.0,1.0,4.0,0.0,15.0,11.0,1.0,450.0,1.0,6.0,3.0,6.0,1.0,12.0,4.0,2.0,0.0,1.0,1.0,0.0,13.0,0.0,84.44,70.97,26.0,0.0,25.0,50.0,50.0,54.55,0.1860093799755129,1.3967979846429184,3.0,6.0,0.12904393,1.0,44.0,47.0,0.7686359400000001,128.0,26.8,26.8,8.8,51.0,0.2,0.8,0.0,3.0,2.2,0.2,0.2,1.2,0.6,1.2,0.2,2.4,0.8,0.4,0.0,0.2,0.2,0.0,2.6,0.0,84.44,70.97,26.0,0.0,25.0,50.0,50.0,54.55,0.0372018759951025,0.2793595969285837,0.6,1.2,0.025808786,0.2,8.8,9.4,0.153727188,25.6,CM/AM,100,96,100,100,38,42,12,50,96,19,38,23,40,83,69,96,92,67,4,8,81,10,100,50,50,71,62,10,42,75,75,54,21,100,77,31,17,12,100,100,96,100,100,75,100,96,29,25,12,8,96,12,23,17,12,62,54,83,77,54,4,4,71,10,100,50,50,71,62,10,42,75,75,54,17,96,56,12,8,8,100,100,71,96,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,4nzndhd2pnky4szpunvlyxs2y,A. Sbaï,Amine Sbaï,25,Attacker,Morocco,Striker,17.0,76.0,8.0,86.0,2.0,12.0,5.0,19.0,0.0,2.0,427.0,2.0,21.0,8.0,1.0,1.0,17.0,7.0,6.0,16.0,16.0,1.0,7.0,7.0,0.0,71.07,72.73,31.82,43.75,16.67,48.72,66.67,50.0,1.3229575824032327,1.742191956147301,8.0,31.0,0.99356417,12.0,9.0,20.0,1.4666429600000002,51.0,3.583138173302108,16.018735362997656,1.6861826697892273,18.1264637002342,0.4215456674473068,2.529274004683841,1.053864168618267,4.004683840749414,0.0,0.4215456674473068,0.4215456674473068,4.426229508196721,1.6861826697892273,0.2107728337236534,0.2107728337236534,3.583138173302108,1.475409836065574,1.2646370023419204,3.3723653395784545,3.3723653395784545,0.2107728337236534,1.475409836065574,1.475409836065574,0.0,71.07,72.73,31.82,43.75,16.67,48.72,66.67,50.0,0.278843518539323,0.3672067354877215,1.6861826697892273,6.533957845433255,0.2094163355971897,2.529274004683841,1.8969555035128804,4.215456674473068,0.3091284927400469,10.749414519906324,LW,36,86,93,71,61,75,46,86,14,54,46,71,86,29,75,100,93,100,93,82,79,86,100,54,21,61,79,57,21,64,86,36,79,100,96,93,93,100,89,100,100,93,21,64,86,43,50,50,36,21,14,50,36,57,57,14,50,100,86,100,71,64,64,64,100,54,21,61,79,57,21,64,86,36,71,100,86,86,86,100,71,100,93,79,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,5dgkxz69k6jmim0ryl5fgiqga,A. El Ouazzani,Amine El Ouazzani,25,Attacker,Morocco,Striker,26.0,29.0,3.0,55.0,16.0,9.0,5.0,30.0,3.0,1.0,385.0,2.0,16.0,7.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,0.0,73.33,75.0,0.0,75.0,22.22,48.39,51.61,75.0,1.0207928732644935,0.3044310915270475,2.0,2.0,0.09002464,0.0,6.0,7.0,0.2290038199999998,20.0,6.077922077922078,6.779220779220779,0.7012987012987013,12.857142857142858,3.74025974025974,2.103896103896104,1.1688311688311688,7.012987012987013,0.7012987012987013,0.2337662337662337,0.4675324675324675,3.74025974025974,1.6363636363636365,0.7012987012987013,0.4675324675324675,0.935064935064935,0.935064935064935,0.935064935064935,0.935064935064935,0.935064935064935,0.2337662337662337,0.7012987012987013,0.0,0.0,73.33,75.0,0.0,75.0,22.22,48.39,51.61,75.0,0.238626905438453,0.0711657097076215,0.4675324675324675,0.4675324675324675,0.021044721038961,0.0,1.4025974025974026,1.6363636363636365,0.0535333605194804,4.675324675324675,ST,61,43,74,52,91,50,15,93,70,50,15,28,83,74,98,48,91,91,41,37,46,61,39,52,35,46,39,83,13,78,70,57,30,48,46,22,30,20,85,67,57,54,52,13,70,35,83,17,4,83,57,43,13,17,61,70,96,35,91,83,35,30,30,52,39,52,35,46,39,83,13,78,70,57,22,35,39,22,30,20,74,61,48,43,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,5vvhwzxwq395q3welimok3uqy,Y. Belkhdim,Yassin Belkhdim,24,Midfielder,Morocco,Midfielder,96.0,61.0,9.0,154.0,0.0,2.0,1.0,17.0,5.0,8.0,445.0,0.0,5.0,4.0,7.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,87.01,69.23,37.5,0.0,0.0,44.74,0.0,53.85,0.1367218703309834,0.1568528624484948,1.0,1.0,0.01685596,1.0,11.0,11.0,0.3155783599999998,71.0,19.41573033707865,12.337078651685394,1.820224719101124,31.146067415730336,0.0,0.4044943820224719,0.2022471910112359,3.438202247191011,1.0112359550561798,1.6179775280898876,0.0,1.0112359550561798,0.8089887640449438,1.4157303370786516,0.0,0.8089887640449438,0.2022471910112359,0.2022471910112359,0.6067415730337078,0.6067415730337078,0.0,0.0,0.6067415730337078,0.0,87.01,69.23,37.5,0.0,0.0,44.74,0.0,53.85,0.0276516142242438,0.0317230508322798,0.2022471910112359,0.2022471910112359,0.0034090705617977,0.2022471910112359,2.224719101123596,2.224719101123596,0.0638248368539325,14.359550561797752,DM/CM,55,24,44,36,12,24,47,55,39,82,20,59,53,76,38,53,23,52,41,38,42,8,89,50,30,55,67,8,20,36,17,27,24,30,30,8,6,23,29,29,30,33,33,6,33,12,12,24,39,39,30,73,20,55,39,70,38,36,15,39,30,30,42,8,85,50,30,55,67,8,20,36,17,27,21,30,21,6,6,15,15,12,18,15,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,99yx7t2j59cyia4bkpi59q1as,O. Camara,Ousmane Camara,23,Defender,Mali,Defender,201.0,60.0,5.0,261.0,7.0,2.0,2.0,16.0,30.0,6.0,450.0,0.0,5.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,91.26,26.32,0.0,100.0,0.0,66.67,58.33,71.43,0.2993757958423921,0.2546616354635318,0.0,3.0,0.0647593,1.0,6.0,10.0,0.35156117,161.0,40.2,12.0,1.0,52.2,1.4,0.4,0.4,3.2,6.0,1.2,0.0,1.0,0.2,1.0,0.2,0.4,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.4,91.26,26.32,0.0,100.0,0.0,66.67,58.33,71.43,0.0598751591684784,0.0509323270927063,0.0,0.6,0.01295186,0.2,1.2,2.0,0.070312234,32.2,CB,75,38,21,54,40,50,60,42,71,60,40,79,29,77,96,85,38,81,69,65,46,79,46,100,58,21,46,92,40,58,42,62,62,96,40,73,83,60,25,46,58,67,50,25,10,33,29,42,54,29,60,50,40,75,25,62,94,83,38,75,62,56,46,73,46,100,58,21,46,92,40,58,42,62,50,88,40,62,67,54,17,40,50,46,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,9vpulgx0cava98j7tzkc43lzo,J. Kalulu,Joseph Kalulu,21,Defender,France,Defender,60.0,59.0,5.0,117.0,0.0,1.0,0.0,17.0,10.0,4.0,360.0,0.0,3.0,5.0,7.0,0.0,2.0,1.0,1.0,6.0,6.0,0.0,5.0,2.0,0.0,82.39,35.71,20.0,83.33,0.0,62.96,0.0,100.0,0.0614999027204617,0.1346455942452774,1.0,4.0,0.08711666,3.0,13.0,14.0,0.27256806,59.0,15.0,14.75,1.25,29.25,0.0,0.25,0.0,4.25,2.5,1.0,0.0,0.75,1.25,1.75,0.0,0.5,0.25,0.25,1.5,1.5,0.0,1.25,0.5,0.0,82.39,35.71,20.0,83.33,0.0,62.96,0.0,100.0,0.0153749756801154,0.0336613985613193,0.25,1.0,0.021779165,0.75,3.25,3.5,0.068142015,14.75,LB/LCB,38,42,52,33,10,46,27,52,52,27,35,56,69,90,44,44,71,92,62,60,44,90,54,46,50,38,38,88,35,83,12,96,42,38,71,40,29,46,58,52,17,31,25,33,46,25,10,46,27,46,42,27,35,40,71,88,44,42,69,94,58,58,44,92,58,46,50,38,38,88,35,83,12,96,42,33,69,40,29,42,50,42,8,29,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,ar3g1flq7vgbl90q9t1v4y02d,J. Lefort,Jordan Lefort,33,Defender,Mauritania,Defender,195.0,71.0,21.0,264.0,5.0,0.0,0.0,12.0,26.0,7.0,450.0,0.0,4.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,85.71,43.75,33.33,0.0,0.0,41.38,41.67,100.0,0.0009086644221126,0.3288880326228268,0.0,3.0,0.0542629,1.0,15.0,21.0,0.8468655099999998,155.0,39.0,14.2,4.2,52.8,1.0,0.0,0.0,2.4,5.2,1.4,0.0,0.8,1.0,0.4,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0,85.71,43.75,33.33,0.0,0.0,41.38,41.67,100.0,0.0001817328844225,0.0657776065245653,0.0,0.6,0.01085258,0.2,3.0,4.2,0.1693731019999999,31.0,LB/LCB,96,60,96,96,73,15,27,27,96,81,35,67,69,33,44,56,29,44,6,6,44,6,54,46,67,62,71,6,35,17,50,96,25,58,27,23,17,17,67,75,88,96,96,21,92,96,60,15,27,17,96,50,35,50,54,27,44,46,29,44,4,4,44,6,40,46,67,62,71,6,35,17,50,96,25,54,27,12,12,12,40,62,83,96,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,Jim Allevinah,31,Attacker,Gabon,Striker,35.0,59.0,3.0,90.0,3.0,14.0,10.0,19.0,3.0,2.0,364.0,3.0,24.0,11.0,2.0,0.0,4.0,4.0,7.0,8.0,8.0,0.0,2.0,4.0,0.0,81.82,50.0,25.0,25.0,21.43,43.18,42.86,66.67,1.054903978232545,0.5352088411333837,6.0,17.0,0.4982362899999999,10.0,7.0,10.0,0.8003365799999997,40.0,8.653846153846153,14.587912087912088,0.7417582417582418,22.25274725274725,0.7417582417582418,3.4615384615384617,2.4725274725274726,4.697802197802198,0.7417582417582418,0.4945054945054945,0.7417582417582418,5.934065934065934,2.71978021978022,0.4945054945054945,0.0,0.989010989010989,0.989010989010989,1.7307692307692308,1.978021978021978,1.978021978021978,0.0,0.4945054945054945,0.989010989010989,0.0,81.82,50.0,25.0,25.0,21.43,43.18,42.86,66.67,0.260827906705849,0.1323318563241882,1.4835164835164836,4.203296703296704,0.1231902914835164,2.4725274725274726,1.7307692307692308,2.4725274725274726,0.197885418131868,9.89010989010989,RW,67,33,33,33,58,58,67,67,75,50,33,83,83,67,25,17,75,100,42,42,33,25,75,50,67,33,58,17,17,50,50,83,50,50,75,50,17,83,50,33,50,33,50,33,33,50,50,67,67,83,83,50,33,50,83,67,25,17,83,83,33,33,33,33,83,50,67,33,58,17,17,50,50,83,67,33,83,50,33,67,50,33,50,33,Ligue 1
Angers,75qj99fhg5c0ztj2tva5u4uii,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,Carlens Arcus,30,Defender,Haiti,Defender,73.0,53.0,4.0,121.0,2.0,3.0,3.0,9.0,9.0,5.0,330.0,1.0,8.0,0.0,4.0,0.0,5.0,0.0,1.0,3.0,3.0,1.0,0.0,5.0,0.0,88.32,40.0,45.45,0.0,33.33,52.94,50.0,57.14,0.3258714569579783,0.4748121225381022,0.0,4.0,0.09412054,6.0,2.0,11.0,0.5740522,55.0,19.90909090909091,14.454545454545457,1.090909090909091,33.0,0.5454545454545455,0.8181818181818182,0.8181818181818182,2.4545454545454546,2.4545454545454546,1.3636363636363638,0.2727272727272727,2.181818181818182,0.0,1.090909090909091,0.0,1.3636363636363638,0.0,0.2727272727272727,0.8181818181818182,0.8181818181818182,0.2727272727272727,0.0,1.3636363636363638,0.0,88.32,40.0,45.45,0.0,33.33,52.94,50.0,57.14,0.0888740337158122,0.1294942152376642,0.0,1.090909090909091,0.0256692381818181,1.6363636363636365,0.5454545454545455,3.0,0.1565596909090909,15.0,RB/RCB,33,33,31,19,36,55,74,14,43,62,69,76,10,57,45,76,26,57,45,38,81,12,69,48,76,26,83,12,81,43,69,67,57,71,26,38,33,79,12,33,52,24,43,29,29,38,29,71,86,14,38,67,67,81,10,71,45,71,26,67,48,38,81,12,71,48,76,26,83,12,81,43,69,67,57,71,26,48,43,90,10,31,67,50,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,2173tp0hk6gsx2o46hx4h5mju,C. Akpa,Clément Akpa,24,Defender,Côte d'Ivoire,Defender,88.0,83.0,18.0,169.0,6.0,2.0,1.0,25.0,19.0,5.0,450.0,1.0,2.0,8.0,5.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,76.82,41.86,50.0,50.0,50.0,49.02,35.29,55.56,0.1907155912334379,0.0429892676423592,1.0,5.0,0.1036988,3.0,21.0,23.0,0.4312253999999996,116.0,17.6,16.6,3.6,33.8,1.2,0.4,0.2,5.0,3.8,1.0,0.2,0.4,1.6,1.0,0.0,0.2,0.2,0.0,0.8,0.8,0.0,0.4,0.4,0.0,76.82,41.86,50.0,50.0,50.0,49.02,35.29,55.56,0.0381431182466875,0.0085978535284718,0.2,1.0,0.02073976,0.6,4.2,4.6,0.0862450799999999,23.2,LB/LCB,56,81,88,71,85,71,65,83,88,50,79,35,92,67,44,27,71,44,44,40,44,42,54,46,8,50,83,52,83,33,46,58,79,17,71,54,46,46,96,83,38,81,38,48,83,38,71,62,56,62,75,27,71,25,83,50,44,17,60,44,33,29,44,38,40,46,8,50,83,52,83,33,46,58,71,17,56,40,21,38,88,67,21,67,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,4o8pw1qn0edeihbsiau2hsowk,C. Makosso,Christ Makosso,22,Defender,Congo,Defender,57.0,32.0,8.0,89.0,4.0,0.0,0.0,10.0,25.0,8.0,305.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,79.46,40.0,0.0,100.0,0.0,45.45,50.0,100.0,0.0,0.208209940976273,0.0,3.0,0.05675826,0.0,12.0,10.0,0.26026761,52.0,16.81967213114754,9.442622950819672,2.360655737704918,26.262295081967213,1.180327868852459,0.0,0.0,2.950819672131148,7.377049180327869,2.360655737704918,0.0,0.0,0.2950819672131147,0.8852459016393442,0.2950819672131147,0.5901639344262295,0.0,0.0,0.5901639344262295,0.5901639344262295,0.0,0.5901639344262295,0.0,0.0,79.46,40.0,0.0,100.0,0.0,45.45,50.0,100.0,0.0,0.0614389989766051,0.0,0.8852459016393442,0.0167483390163934,0.0,3.540983606557377,2.950819672131148,0.0768002783606557,15.344262295081968,CB,4,17,50,4,8,17,21,8,62,88,40,8,29,38,96,85,38,38,90,88,46,94,46,40,4,38,46,92,40,17,29,98,15,92,40,73,62,25,58,46,46,17,4,12,58,4,12,17,21,21,92,96,40,8,38,54,100,92,38,38,92,88,46,96,46,40,4,38,46,92,40,17,29,98,15,92,40,79,79,25,71,71,58,17,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,4sjs5ktvkun9g96w6h5a39puc,K. Danois,Kévin Danois,22,Midfielder,France,Midfielder,94.0,139.0,17.0,232.0,4.0,6.0,2.0,37.0,12.0,5.0,450.0,1.0,11.0,9.0,8.0,0.0,9.0,4.0,1.0,10.0,10.0,0.0,8.0,1.0,0.0,80.84,56.67,14.29,80.0,16.67,57.81,57.14,50.0,0.6742259966720743,0.7445785015430996,3.0,16.0,0.33792986,5.0,26.0,34.0,0.64108099,117.0,18.8,27.8,3.4,46.4,0.8,1.2,0.4,7.4,2.4,1.0,0.2,2.2,1.8,1.6,0.0,1.8,0.8,0.2,2.0,2.0,0.0,1.6,0.2,0.0,80.84,56.67,14.29,80.0,16.67,57.81,57.14,50.0,0.1348451993344148,0.1489157003086199,0.6,3.2,0.067585972,1.0,5.2,6.8,0.128216198,23.4,CM/AM,96,100,92,96,88,75,44,100,100,77,38,54,94,96,27,79,92,38,85,79,35,96,40,50,25,38,40,90,25,96,88,46,83,75,77,85,79,71,92,96,83,96,88,92,92,92,83,50,33,100,100,67,23,38,79,83,27,46,77,25,67,62,35,83,29,50,25,38,40,90,25,96,88,46,62,54,56,79,58,50,92,92,54,83,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,4yxo8gwnou3m7jh6ph8lkuw44,R. Labeau Lascary,Rémy Labeau Lascary,23,Attacker,France,Striker,16.0,21.0,1.0,36.0,0.0,9.0,6.0,11.0,3.0,3.0,243.0,6.0,10.0,1.0,3.0,0.0,1.0,3.0,1.0,13.0,13.0,1.0,6.0,1.0,0.0,81.82,33.33,100.0,46.15,66.67,36.67,0.0,75.0,0.6800983406237099,0.0821485543508412,1.0,3.0,0.09536125,0.0,1.0,0.0,0.10036293,10.0,5.925925925925926,7.777777777777778,0.3703703703703703,13.333333333333332,0.0,3.333333333333333,2.222222222222222,4.0740740740740735,1.111111111111111,1.111111111111111,2.222222222222222,3.7037037037037033,0.3703703703703703,1.111111111111111,0.0,0.3703703703703703,1.111111111111111,0.3703703703703703,4.814814814814815,4.814814814814815,0.3703703703703703,2.222222222222222,0.3703703703703703,0.0,81.82,33.33,100.0,46.15,66.67,36.67,0.0,75.0,0.2518882743050777,0.0304253905003115,0.3703703703703703,1.111111111111111,0.0353189814814814,0.0,0.3703703703703703,0.0,0.0371714555555555,3.7037037037037033,LW,29,7,32,7,14,57,61,18,75,79,82,32,7,68,25,7,61,39,68,64,79,68,46,54,71,25,100,68,93,29,14,86,50,7,25,7,7,7,18,7,7,7,43,7,36,14,14,71,71,29,86,86,100,36,7,71,25,7,79,36,93,86,93,86,50,54,71,25,100,68,93,29,14,86,57,7,29,7,14,7,21,7,7,7,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,7c5uk1ts8jlu88p1x6wubuz8p,R. Faivre,Romain Faivre,28,Midfielder,France,Midfielder,22.0,71.0,3.0,90.0,1.0,4.0,2.0,11.0,0.0,0.0,215.0,1.0,10.0,2.0,3.0,1.0,8.0,2.0,3.0,9.0,10.0,0.0,5.0,3.0,0.0,84.91,75.0,25.0,55.56,25.0,47.83,50.0,100.0,0.2857193162633605,0.6399276224996179,2.0,7.0,0.16060806,3.0,12.0,14.0,0.2646901599999999,53.0,9.209302325581396,29.72093023255814,1.255813953488372,37.674418604651166,0.4186046511627907,1.6744186046511629,0.8372093023255814,4.604651162790698,0.0,0.0,0.4186046511627907,4.186046511627907,0.8372093023255814,1.255813953488372,0.4186046511627907,3.3488372093023258,0.8372093023255814,1.255813953488372,3.767441860465116,4.186046511627907,0.0,2.0930232558139537,1.255813953488372,0.0,84.91,75.0,25.0,55.56,25.0,47.83,50.0,100.0,0.1196034347148951,0.2678766791858865,0.8372093023255814,2.9302325581395348,0.0672312809302325,1.255813953488372,5.023255813953488,5.8604651162790695,0.1108005320930232,22.186046511627907,CM/AM,6,38,23,29,38,42,44,21,10,6,38,42,19,46,69,67,56,90,77,79,35,79,73,50,58,85,56,67,42,54,75,96,33,71,52,42,38,31,65,52,8,48,25,96,46,71,46,79,67,58,10,6,58,88,42,67,88,96,83,96,100,100,35,96,79,50,58,85,56,67,42,54,75,96,46,92,83,67,54,67,88,79,33,79,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,7gaf68yeu28zp80kkb0tqgpd6,C. Archer,Cameron Archer,24,Attacker,England,Striker,13.0,25.0,1.0,38.0,3.0,7.0,6.0,8.0,0.0,1.0,254.0,5.0,20.0,1.0,1.0,0.0,2.0,1.0,0.0,7.0,8.0,3.0,3.0,0.0,0.0,77.55,100.0,0.0,42.86,71.43,25.81,30.0,100.0,1.150584695509541,0.2440311002472298,2.0,3.0,0.08207596,0.0,2.0,2.0,0.2527730599999999,12.0,4.606299212598425,8.858267716535433,0.3543307086614173,13.464566929133856,1.062992125984252,2.4803149606299213,2.125984251968504,2.8346456692913384,0.0,0.3543307086614173,1.7716535433070866,7.086614173228346,0.3543307086614173,0.3543307086614173,0.0,0.7086614173228346,0.3543307086614173,0.0,2.4803149606299213,2.8346456692913384,1.062992125984252,1.062992125984252,0.0,0.0,77.55,100.0,0.0,42.86,71.43,25.81,30.0,100.0,0.4076874905348767,0.0864677126860263,0.7086614173228346,1.062992125984252,0.0290820330708661,0.0,0.7086614173228346,0.7086614173228346,0.0895652574803149,4.251968503937007,ST,30,24,17,26,33,24,26,15,17,50,61,65,9,39,33,24,35,7,70,74,78,61,39,52,57,85,39,43,96,9,22,87,57,39,46,39,26,20,26,17,65,17,30,57,22,39,30,39,43,26,17,61,74,87,13,43,33,26,43,7,74,74,96,83,39,52,57,85,39,43,96,9,22,87,78,48,61,43,39,20,35,17,83,26,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,Naouirou Ahamada,24,Midfielder,France,Midfielder,35.0,73.0,4.0,107.0,2.0,4.0,0.0,10.0,5.0,1.0,287.0,2.0,10.0,2.0,2.0,0.0,5.0,4.0,1.0,9.0,10.0,0.0,4.0,1.0,0.0,85.6,57.14,20.0,44.44,50.0,41.67,50.0,100.0,0.2108156070699552,0.3037995956741924,4.0,16.0,0.43666091,3.0,10.0,8.0,0.42460641,64.0,10.97560975609756,22.89198606271777,1.254355400696864,33.55400696864111,0.627177700348432,1.254355400696864,0.0,3.1358885017421603,1.56794425087108,0.313588850174216,0.627177700348432,3.1358885017421603,0.627177700348432,0.627177700348432,0.0,1.56794425087108,1.254355400696864,0.313588850174216,2.822299651567944,3.1358885017421603,0.0,1.254355400696864,0.313588850174216,0.0,85.6,57.14,20.0,44.44,50.0,41.67,50.0,100.0,0.0661094238198465,0.0952681658908617,1.254355400696864,5.017421602787456,0.1369319926829268,0.940766550522648,3.1358885017421603,2.508710801393728,0.1331518358885017,20.069686411149824,CM/AM,35,46,33,42,60,42,12,12,85,19,71,42,19,29,27,44,92,38,77,79,35,65,40,50,71,42,50,46,92,12,75,96,25,25,96,85,88,31,52,23,38,65,50,54,42,46,71,54,12,17,92,25,75,50,17,38,27,42,96,42,83,92,35,75,42,50,71,42,50,46,92,12,75,96,25,25,96,92,96,42,58,21,58,67,Ligue 1
Auxerre,9bxav814mkuhueiyivyive82d,9t2dfjl5agcsblpq8dpqojofe,L. Sy,Lamine Sy,24,Defender,France,Defender,65.0,80.0,7.0,143.0,4.0,4.0,2.0,20.0,7.0,7.0,449.0,1.0,10.0,2.0,1.0,0.0,4.0,2.0,1.0,17.0,19.0,1.0,10.0,2.0,0.0,79.89,50.0,12.5,58.82,25.0,45.45,40.0,25.0,0.4527082862782433,0.4077776669323639,3.0,18.0,0.46236382,2.0,13.0,16.0,0.58455324,69.0,13.028953229398663,16.035634743875278,1.4031180400890868,28.66369710467706,0.8017817371937639,0.8017817371937639,0.4008908685968819,4.008908685968819,1.4031180400890868,1.4031180400890868,0.2004454342984409,2.0044543429844097,0.4008908685968819,0.2004454342984409,0.0,0.8017817371937639,0.4008908685968819,0.2004454342984409,3.4075723830734965,3.8084632516703785,0.2004454342984409,2.0044543429844097,0.4008908685968819,0.0,79.89,50.0,12.5,58.82,25.0,45.45,40.0,25.0,0.0907433090535454,0.0817371715454627,0.6013363028953229,3.6080178173719375,0.0926787167037861,0.4008908685968819,2.6057906458797326,3.207126948775056,0.1171710280623608,13.830734966592429,RB/RCB,24,57,55,43,69,69,62,67,31,79,69,86,43,12,45,62,74,57,95,100,81,100,48,48,19,62,48,67,71,14,55,14,71,67,90,98,95,40,60,60,57,38,14,43,43,10,57,62,57,48,19,71,62,76,43,10,45,62,71,48,95,95,71,90,43,48,19,62,48,67,71,14,55,14,62,52,81,95,95,38,43,48,48,24,Ligue 1
