Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total accurate cross_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total accurate cross_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Darmstadt 98,1y7e48j8swyafegsucvewse5a,c6ufljjgl050g9xn7e9ma7hg4,M. Smit,Milan Smit,23,Attacker,Netherlands,Striker,36.0,30.0,0.0,66.0,7.0,3.0,11.0,9.0,2.0,2.0,4.0,5.0,19.0,7.0,2.0,0.0,433.0,5.0,15.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,75.86,0.0,0.0,50.0,45.45,35.19,30.43,33.33,1.2351354467946822,0.2303431081342903,3.0,4.0,0.09096348,3.0,2.0,3.0,0.12756396,18.0,7.482678983833718,6.235565819861432,0.0,13.71824480369515,1.4549653579676676,0.6235565819861432,2.286374133949192,1.8706697459584296,0.4157043879907621,0.4157043879907621,0.8314087759815243,1.039260969976905,3.94919168591224,1.4549653579676676,0.4157043879907621,0.0,1.039260969976905,3.117782909930716,1.4549653579676676,0.4157043879907621,0.207852193995381,0.0,0.0,0.0,0.0,0.0,75.86,0.0,0.0,50.0,45.45,35.19,30.43,33.33,0.2567256124977399,0.0478773203974275,0.6235565819861432,0.8314087759815243,0.0189069588914549,0.6235565819861432,0.4157043879907621,0.6235565819861432,0.026514448960739,3.741339491916859,ST,93,48,18,68,66,32,57,55,61,55,45,54,59,95,62,36,64,38,91,38,34,34,34,52,52,52,79,18,34,61,68,7,29,27,61,39,71,64,43,79,29,43,36,52,96,25,18,46,57,18,36,43,57,46,25,32,39,79,54,36,39,21,86,32,25,34,34,52,52,52,79,18,34,61,68,7,29,27,43,18,71,50,36,64,21,36,32,32,2. Bundesliga
Darmstadt 98,1y7e48j8swyafegsucvewse5a,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,Lance Duijvestijn,27,Midfielder,Netherlands,Midfielder,34.0,82.0,2.0,107.0,1.0,8.0,6.0,4.0,2.0,3.0,4.0,4.0,16.0,2.0,0.0,4.0,412.0,0.0,8.0,4.0,1.0,3.0,9.0,1.0,0.0,0.0,0.0,74.83,50.0,37.5,25.0,0.0,44.44,50.0,30.0,0.4225095199464853,0.9359959123778552,1.0,7.0,0.2250658,3.0,10.0,10.0,0.4981873499999998,57.0,7.427184466019418,17.9126213592233,0.4368932038834952,23.373786407767,0.2184466019417476,1.7475728155339807,1.3106796116504855,0.8737864077669903,0.4368932038834952,0.6553398058252428,0.8737864077669903,0.8737864077669903,3.4951456310679614,0.4368932038834952,0.0,0.8737864077669903,0.0,1.7475728155339807,0.8737864077669903,0.2184466019417476,0.6553398058252428,1.966019417475728,0.2184466019417476,0.0,0.0,0.0,74.83,50.0,37.5,25.0,0.0,44.44,50.0,30.0,0.0922957689203487,0.2044651264903081,0.2184466019417476,1.529126213592233,0.0491648592233009,0.6553398058252428,2.184466019417476,2.184466019417476,0.108827333737864,12.451456310679612,CM/AM,41,46,17,43,41,57,22,52,15,57,11,11,37,44,37,67,9,35,24,7,56,96,61,52,50,52,22,44,81,9,9,44,89,26,26,70,11,24,41,13,35,22,44,52,37,41,15,30,44,52,22,56,9,56,13,11,30,44,37,67,9,31,22,4,48,93,63,52,50,52,22,44,81,9,9,44,89,26,26,74,7,22,33,7,26,11,41,37,2. Bundesliga
Darmstadt 98,1y7e48j8swyafegsucvewse5a,dhbt80hxmsucww2l2zs5efzrp,A. Vukotić,Aleksandar Vukotic,31,Defender,Serbia,Defender,97.0,50.0,9.0,147.0,8.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,13.0,27.0,1.0,1.0,290.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.22,30.0,0.0,0.0,25.0,61.9,66.67,25.0,0.4706679629881722,0.0050788324360538,0.0,2.0,0.03608883,0.0,5.0,8.0,0.2596116599999999,86.0,30.103448275862068,15.517241379310343,2.793103448275862,45.62068965517241,2.4827586206896552,0.6206896551724138,1.2413793103448276,1.2413793103448276,0.0,0.3103448275862069,0.0,0.0,4.0344827586206895,8.379310344827585,0.3103448275862069,0.3103448275862069,0.3103448275862069,3.103448275862069,0.3103448275862069,0.0,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,81.22,30.0,0.0,0.0,25.0,61.9,66.67,25.0,0.1460693678239155,0.0015761893767063,0.0,0.6206896551724138,0.0111999817241379,0.0,1.5517241379310345,2.4827586206896552,0.0805691358620689,26.6896551724138,CB,6,20,27,9,41,55,75,80,30,75,19,19,20,53,91,5,58,89,20,30,9,47,42,44,52,52,9,14,47,30,39,80,95,8,78,19,30,45,44,23,5,6,16,9,41,59,47,44,69,75,91,94,30,81,19,19,44,97,97,6,78,97,25,30,12,47,42,44,52,52,9,14,47,30,39,80,95,8,91,19,30,53,50,23,16,22,41,38,2. Bundesliga
Darmstadt 98,1y7e48j8swyafegsucvewse5a,dhx7h06arq0q6vp9ja9vs1wwl,R. Petretta,Raoul Petretta,29,Defender,Italy,Defender,50.0,28.0,2.0,75.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,25.0,12.0,0.0,8.0,318.0,0.0,2.0,7.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,78.12,25.0,27.27,33.33,0.0,62.5,66.67,55.56,0.0,0.137780100869584,0.0,2.0,0.03430656,0.0,9.0,7.0,0.2801197899999999,35.0,14.150943396226417,7.924528301886792,0.5660377358490566,21.22641509433962,2.2641509433962264,0.2830188679245283,0.0,0.0,0.0,0.0,0.8490566037735849,0.8490566037735849,7.075471698113208,3.39622641509434,0.0,2.2641509433962264,0.0,0.5660377358490566,1.981132075471698,0.2830188679245283,1.4150943396226416,0.8490566037735849,0.0,0.0,0.0,0.0,78.12,25.0,27.27,33.33,0.0,62.5,66.67,55.56,0.0,0.0389943681706369,0.0,0.5660377358490566,0.0097094037735849,0.0,2.547169811320755,1.981132075471698,0.0792791858490565,9.90566037735849,LB/LCB,36,7,12,18,88,20,5,18,18,23,39,38,77,48,45,96,21,20,86,34,59,57,39,46,52,52,21,4,61,38,21,84,77,38,5,21,18,12,7,7,21,14,21,14,46,4,11,7,96,21,5,18,18,23,46,43,96,64,45,96,21,14,82,32,75,71,39,46,52,52,21,4,61,38,21,84,77,38,5,25,18,14,14,7,32,11,18,4,2. Bundesliga
Darmstadt 98,1y7e48j8swyafegsucvewse5a,f1ta475tq6ie1xbx8jrzau9d5,P. Pfeiffer,Patric Pfeiffer,27,Defender,Ghana,Defender,164.0,65.0,25.0,229.0,16.0,2.0,10.0,7.0,3.0,0.0,1.0,1.0,26.0,48.0,0.0,8.0,540.0,3.0,10.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,76.08,35.21,0.0,0.0,30.0,61.9,64.0,66.67,1.1474162101784016,0.0447912148232121,2.0,0.0,0.0,0.0,15.0,13.0,0.3119312899999999,134.0,27.33333333333333,10.833333333333334,4.166666666666667,38.16666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.1666666666666667,0.5,0.0,0.1666666666666666,0.1666666666666666,4.333333333333333,8.0,0.0,1.3333333333333333,0.5,1.6666666666666667,1.1666666666666667,0.0,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,76.08,35.21,0.0,0.0,30.0,61.9,64.0,66.67,0.1912360350297336,0.0074652024705353,0.3333333333333333,0.0,0.0,0.0,2.5,2.1666666666666665,0.0519885483333333,22.33333333333333,CB,50,44,95,41,88,55,95,97,94,33,50,48,62,97,41,70,94,89,83,30,19,47,42,94,52,52,6,19,47,30,48,80,91,53,97,25,89,9,9,23,42,30,25,38,22,16,89,19,81,41,94,84,92,33,39,39,47,94,41,53,91,80,77,30,16,47,42,89,52,52,6,19,47,30,48,80,91,53,94,25,83,9,9,23,33,12,12,19,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,1atq3p7zxyrldwfy8zt2g6jxm,K. Keresztes,Krisztián Keresztes,26,Defender,Hungary,Defender,128.0,61.0,13.0,189.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,32.0,0.0,11.0,420.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,83.26,40.62,0.0,0.0,100.0,48.0,61.54,75.0,0.0377113058842071,0.0,1.0,1.0,0.01870347,0.0,20.0,23.0,0.3784088199999998,106.0,27.428571428571427,13.071428571428571,2.7857142857142856,40.5,1.7142857142857142,0.2142857142857142,0.2142857142857142,0.0,0.2142857142857142,0.0,0.2142857142857142,0.2142857142857142,2.571428571428571,6.857142857142857,0.0,2.357142857142857,0.2142857142857142,0.6428571428571428,0.0,0.0,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,83.26,40.62,0.0,0.0,100.0,48.0,61.54,75.0,0.0080809941180443,0.0,0.2142857142857142,0.2142857142857142,0.0040078864285714,0.0,4.285714285714286,4.928571428571428,0.0810876042857142,22.71428571428571,CB,22,31,50,22,41,25,17,8,72,33,50,48,12,66,41,91,58,39,8,30,34,47,42,44,52,52,19,28,47,30,97,22,80,77,16,9,70,28,30,23,80,89,41,16,25,31,44,22,41,25,19,8,78,33,50,47,9,88,41,97,66,44,8,30,34,47,42,44,52,52,19,28,47,30,97,22,80,77,16,9,75,31,31,23,81,84,47,28,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,1ovauk85z1csu04oc4nlyu31l,J. Heuer,Jannis Heuer,27,Defender,Germany,Defender,206.0,84.0,22.0,290.0,11.0,1.0,5.0,2.0,3.0,1.0,0.0,0.0,21.0,37.0,0.0,10.0,540.0,4.0,5.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,89.51,66.67,0.0,0.0,80.0,60.0,57.89,71.43,0.3671664799023941,0.0908401004349109,3.0,9.0,0.17232491,2.0,19.0,22.0,0.5576438699999999,179.0,34.333333333333336,14.0,3.6666666666666665,48.333333333333336,1.8333333333333333,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.5,0.1666666666666666,0.0,0.0,3.5,6.166666666666667,0.0,1.6666666666666667,0.6666666666666666,0.8333333333333334,0.5,0.0,0.8333333333333334,0.0,0.0,0.1666666666666666,0.0,0.0,89.51,66.67,0.0,0.0,80.0,60.0,57.89,71.43,0.0611944133170656,0.0151400167391518,0.5,1.5,0.0287208183333333,0.3333333333333333,3.1666666666666665,3.6666666666666665,0.0929406449999999,29.83333333333333,CB,75,59,86,78,61,25,83,56,94,75,19,19,50,86,41,86,100,58,56,30,67,47,42,94,52,52,59,89,47,30,91,69,62,64,69,44,97,88,88,81,72,83,81,75,59,41,75,53,44,12,69,45,92,67,19,19,34,73,41,83,97,53,39,30,48,47,42,89,52,52,59,89,47,30,91,69,62,64,62,38,94,84,81,67,48,53,59,50,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,2wo6rxen90k02cwtluazofmz8,L. Reich,Lukas Reich,19,Defender,Germany,Defender,62.0,49.0,9.0,107.0,1.0,3.0,3.0,1.0,2.0,0.0,4.0,4.0,11.0,7.0,0.0,0.0,215.0,0.0,3.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,82.95,64.29,44.44,25.0,0.0,68.75,0.0,62.5,0.1189652874500244,0.4251035472326991,3.0,4.0,0.12662624,1.0,6.0,7.0,0.78052209,52.0,25.953488372093023,20.511627906976745,3.767441860465116,44.7906976744186,0.4186046511627907,1.255813953488372,1.255813953488372,0.4186046511627907,0.8372093023255814,0.0,1.6744186046511629,1.6744186046511629,4.604651162790698,2.9302325581395348,0.0,0.0,0.0,1.255813953488372,0.4186046511627907,0.4186046511627907,2.0930232558139537,1.6744186046511629,0.0,0.0,0.0,0.0,82.95,64.29,44.44,25.0,0.0,68.75,0.0,62.5,0.0497994226534985,0.1779503220974089,1.255813953488372,1.6744186046511629,0.0530063330232558,0.4186046511627907,2.511627906976744,2.9302325581395348,0.3267301772093023,21.76744186046512,RB/RCB,37,23,58,25,8,54,42,37,62,27,48,44,12,21,42,4,21,29,17,31,54,81,38,42,52,52,69,92,92,29,21,100,4,37,27,77,83,58,69,33,17,19,81,35,88,92,100,88,12,77,85,58,92,27,73,73,50,50,42,4,21,58,27,54,92,96,38,42,52,52,69,92,92,29,21,100,4,37,46,96,96,85,96,46,35,35,100,81,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,4vy25qkyfhxkxf3rbdafrdn9,J. Dehm,Jannik Dehm,30,Defender,Germany,Defender,43.0,66.0,10.0,108.0,2.0,4.0,8.0,2.0,6.0,2.0,3.0,4.0,11.0,8.0,0.0,1.0,325.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,85.71,58.82,9.09,100.0,12.5,55.0,40.0,25.0,0.3897207997186388,0.3252938803484642,7.0,2.0,0.04024053,5.0,12.0,17.0,0.5302657900000001,70.0,11.907692307692308,18.27692307692308,2.769230769230769,29.907692307692308,0.5538461538461539,1.1076923076923078,2.2153846153846155,0.5538461538461539,1.6615384615384614,0.5538461538461539,0.8307692307692307,1.1076923076923078,3.046153846153846,2.2153846153846155,0.0,0.2769230769230769,0.2769230769230769,1.1076923076923078,0.5538461538461539,0.8307692307692307,0.2769230769230769,0.2769230769230769,0.2769230769230769,0.0,0.0,0.0,85.71,58.82,9.09,100.0,12.5,55.0,40.0,25.0,0.1079226829990076,0.0900813822503439,1.9384615384615385,0.5538461538461539,0.0111435313846153,1.3846153846153846,3.323076923076923,4.707692307692308,0.1468428341538461,19.384615384615383,RB/RCB,15,48,73,31,17,73,96,60,98,85,29,44,12,31,42,13,58,42,29,73,6,50,87,42,52,52,81,85,46,98,46,65,35,4,69,62,100,25,27,83,44,50,46,52,27,69,85,50,23,69,100,69,100,92,42,54,23,35,42,12,69,54,42,81,4,50,92,42,52,52,81,85,46,98,46,65,35,4,92,65,100,42,42,96,58,85,73,73,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,5s3o96wdlqzi15p0xhtfgsbf9,D. Srbeny,Dennis Srbeny,32,Attacker,Germany,Striker,16.0,52.0,7.0,68.0,5.0,8.0,3.0,2.0,1.0,0.0,4.0,4.0,12.0,2.0,0.0,2.0,343.0,1.0,11.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,72.34,77.78,0.0,50.0,33.33,42.86,45.45,50.0,0.3113570081806436,0.6223280442057568,0.0,1.0,0.02401521,0.0,10.0,13.0,0.29924909,45.0,4.198250728862974,13.644314868804663,1.836734693877551,17.84256559766764,1.3119533527696794,2.099125364431487,0.7871720116618076,0.5247813411078718,0.2623906705539359,0.0,1.0495626822157436,1.0495626822157436,3.1486880466472305,0.5247813411078718,0.0,0.5247813411078718,0.2623906705539359,2.8862973760932946,0.2623906705539359,0.5247813411078718,0.5247813411078718,0.0,0.5247813411078718,0.0,0.0,0.0,72.34,77.78,0.0,50.0,33.33,42.86,45.45,50.0,0.0816971741581863,0.1632930728236679,0.0,0.2623906705539359,0.0063013670553935,0.0,2.623906705539359,3.4110787172011663,0.0785201693877551,11.807580174927114,ST,46,82,100,73,50,89,7,9,34,14,45,39,25,32,12,89,9,23,5,38,64,34,91,52,52,52,54,71,34,61,23,61,61,55,7,86,11,16,18,14,98,95,75,96,43,89,100,89,43,86,4,7,25,14,39,36,14,29,12,89,11,18,4,36,64,34,96,52,52,52,54,71,34,61,23,61,61,55,4,82,11,14,18,14,93,96,75,100,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,b8tpqxd3npru6an744rz7scfd,S. Appelkamp,Shinta Appelkamp,25,Midfielder,Germany,Midfielder,43.0,59.0,8.0,101.0,0.0,5.0,6.0,4.0,2.0,2.0,5.0,5.0,14.0,2.0,0.0,3.0,326.0,1.0,9.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,84.17,66.67,12.5,60.0,16.67,66.67,0.0,60.0,0.4193252479874285,0.2940666052204998,2.0,3.0,0.06414855,1.0,10.0,9.0,0.2243289699999999,54.0,11.87116564417178,16.288343558282207,2.208588957055215,27.883435582822084,0.0,1.3803680981595092,1.656441717791411,1.1042944785276074,0.5521472392638037,0.5521472392638037,1.3803680981595092,1.3803680981595092,3.8650306748466257,0.5521472392638037,0.0,0.8282208588957055,0.2760736196319018,2.4846625766871164,1.656441717791411,0.8282208588957055,0.8282208588957055,0.2760736196319018,0.0,0.0,0.0,0.0,84.17,66.67,12.5,60.0,16.67,66.67,0.0,60.0,0.1157646390149342,0.0811840321160889,0.5521472392638037,0.8282208588957055,0.017709722392638,0.2760736196319018,2.7607361963190185,2.4846625766871164,0.0619313107361962,14.9079754601227,RM/RCM,67,33,67,33,50,100,33,83,33,67,83,83,67,33,33,33,33,100,67,83,50,50,33,67,67,67,100,100,33,83,33,100,50,33,33,100,33,33,33,33,50,33,33,67,67,33,67,67,50,100,33,100,33,67,100,100,67,33,33,33,33,100,67,100,67,67,33,67,67,67,100,100,33,83,33,100,50,33,67,100,33,33,33,33,67,33,33,67,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,b980cevn0v0wifqmw53leqytx,F. Klaus,Felix Klaus,34,Midfielder,Germany,Midfielder,43.0,99.0,4.0,141.0,3.0,10.0,23.0,17.0,6.0,4.0,10.0,10.0,26.0,0.0,5.0,0.0,526.0,15.0,37.0,15.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,77.47,50.0,6.25,50.0,65.22,44.83,23.08,66.67,2.1015231723625045,0.7177578964240376,8.0,16.0,0.43252092,8.0,8.0,14.0,0.50934488,50.0,7.357414448669202,16.93916349809886,0.6844106463878328,24.125475285171103,0.5133079847908746,1.711026615969582,3.9353612167300382,2.908745247148289,1.0266159695817492,0.6844106463878328,1.711026615969582,1.711026615969582,4.448669201520913,0.0,0.855513307984791,0.0,2.5665399239543727,6.330798479087453,2.5665399239543727,0.855513307984791,0.3422053231939164,0.1711026615969582,0.1711026615969582,0.0,0.0,0.0,77.47,50.0,6.25,50.0,65.22,44.83,23.08,66.67,0.3595762081989076,0.1228102864603866,1.3688212927756656,2.737642585551331,0.074005480608365,1.3688212927756656,1.3688212927756656,2.3954372623574147,0.0871502646387832,8.55513307984791,CM/AM,52,56,35,52,76,72,100,100,83,72,57,52,70,13,100,9,100,100,96,59,39,37,61,52,50,52,41,44,30,59,96,54,44,70,100,52,96,74,81,85,24,43,52,44,33,26,19,37,56,48,89,93,59,59,30,30,44,13,100,9,100,96,93,48,26,30,44,52,50,52,41,44,30,59,96,54,44,70,96,26,78,59,63,70,11,19,19,19,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,cjks4v7acb94q4v0idm0colwp,L. Itter,Luca Itter,27,Defender,Germany,Defender,62.0,113.0,7.0,171.0,5.0,8.0,4.0,0.0,4.0,1.0,7.0,7.0,33.0,15.0,0.0,3.0,540.0,1.0,4.0,3.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,75.0,35.0,11.43,57.14,25.0,61.11,33.33,66.67,0.203278334840505,0.6989284039497576,1.0,11.0,0.35892528,3.0,21.0,26.0,0.89606189,97.0,10.333333333333334,18.83333333333333,1.1666666666666667,28.5,0.8333333333333334,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.1666666666666666,1.1666666666666667,1.1666666666666667,5.5,2.5,0.0,0.5,0.1666666666666666,0.6666666666666666,0.5,0.6666666666666666,2.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,75.0,35.0,11.43,57.14,25.0,61.11,33.33,66.67,0.0338797224734175,0.1164880673249596,0.1666666666666666,1.8333333333333333,0.05982088,0.5,3.5,4.333333333333333,0.1493436483333333,16.166666666666668,LB/LCB,46,82,50,61,64,86,70,18,91,57,77,75,100,64,45,32,59,43,39,80,100,70,39,46,52,52,7,29,25,73,57,75,25,59,39,86,54,89,96,48,82,84,82,70,18,50,29,39,48,68,41,18,71,46,64,64,79,46,45,18,46,18,32,62,100,50,39,46,52,52,7,29,25,73,57,75,25,59,21,75,38,68,79,30,50,62,68,46,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,ex8oxu32lq96cd8waf33qeu50,S. Bansé,Sacha Bansé,25,Midfielder,Burkina Faso,Midfielder,72.0,68.0,5.0,139.0,2.0,3.0,6.0,4.0,2.0,4.0,8.0,10.0,19.0,7.0,0.0,4.0,439.0,0.0,7.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,84.76,55.56,50.0,12.5,0.0,36.54,20.0,40.0,0.4308972732504511,0.267642585290993,3.0,3.0,0.0988807199999999,3.0,11.0,10.0,0.46564297,68.0,14.760820045558086,13.940774487471526,1.0250569476082003,28.49658314350797,0.4100227790432801,0.6150341685649202,1.2300683371298404,0.8200455580865603,0.4100227790432801,0.8200455580865603,1.6400911161731206,2.0501138952164006,3.895216400911161,1.4350797266514803,0.0,0.8200455580865603,0.0,1.4350797266514803,0.20501138952164,0.20501138952164,1.2300683371298404,0.20501138952164,0.0,0.0,0.0,0.0,84.76,55.56,50.0,12.5,0.0,36.54,20.0,40.0,0.0883388487301608,0.0548697783056705,0.6150341685649202,0.6150341685649202,0.0202716738041002,0.6150341685649202,2.2551252847380407,2.0501138952164006,0.0954621123006833,13.940774487471526,DM/CM,25,25,23,22,23,42,56,73,44,94,88,91,38,39,25,28,11,58,9,31,52,75,38,52,52,52,47,58,89,16,11,6,14,11,44,47,72,27,34,69,17,19,59,25,19,22,25,16,19,41,53,78,44,97,88,94,38,31,25,22,11,66,6,31,59,78,38,52,52,52,47,58,89,16,11,6,14,11,38,47,72,25,34,69,12,9,69,19,2. Bundesliga
Greuther Fürth,9dlxuym0eab00j9ggrdr87soj,vgvhxmqjvf4g34bd2ebja44q,O. Pohlmann,Ole Pohlmann,25,Midfielder,Germany,Midfielder,46.0,91.0,6.0,135.0,5.0,4.0,8.0,7.0,1.0,1.0,9.0,9.0,24.0,5.0,1.0,1.0,493.0,4.0,20.0,6.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,91.22,75.0,11.76,33.33,50.0,48.98,55.56,80.0,0.6908792327722472,0.3040507562951122,3.0,12.0,0.316972,2.0,7.0,10.0,0.48923732,49.0,8.397565922920892,16.612576064908723,1.0953346855983772,24.645030425963487,0.9127789046653144,0.7302231237322515,1.460446247464503,1.27789046653144,0.1825557809330628,0.1825557809330628,1.643002028397566,1.643002028397566,4.381338742393509,0.9127789046653144,0.1825557809330628,0.1825557809330628,0.7302231237322515,3.6511156186612577,1.0953346855983772,0.5476673427991886,1.460446247464503,0.3651115618661257,0.0,0.0,0.0,0.0,91.22,75.0,11.76,33.33,50.0,48.98,55.56,80.0,0.1261239978691729,0.0555062232587425,0.5476673427991886,2.1906693711967544,0.0578650709939148,0.3651115618661257,1.27789046653144,1.8255578093306288,0.0893131010141987,8.94523326572008,LM/LCM,56,89,78,78,89,28,67,72,44,44,50,50,67,78,67,39,67,67,61,39,100,56,39,56,56,56,100,89,33,28,83,89,89,78,67,22,61,67,67,28,56,33,56,50,67,56,78,67,78,11,44,67,33,44,33,33,33,56,56,33,67,56,44,33,78,22,39,56,56,56,100,89,33,28,83,89,89,78,44,11,56,44,44,22,56,22,22,33,2. Bundesliga
